Final SCORE : 16
         99824893 function calls (98455940 primitive calls) in 137.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        7    0.000    0.000    0.000    0.000 backend_tkagg.py:841(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1022(Arrow)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:231(__init__)
        4    0.000    0.000    0.008    0.002 spines.py:148(register_axis)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        4    0.000    0.000    0.000    0.000 legend_handler.py:164(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:1335(push)
        1    0.000    0.000    0.000    0.000 transforms.py:1185(contains_branch)
        6    0.000    0.000    0.000    0.000 version.py:263(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:796(_gen_axes_spines)
        2    0.000    0.000    0.000    0.000 ticker.py:483(get_offset)
        1    0.000    0.000    0.000    0.000 pickle.py:173(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method register}
       12    0.000    0.000    0.000    0.000 {method 'get_image' of 'FT2Font' objects}
        2    0.000    0.000    0.001    0.000 pickle.py:591(save_list)
        4    0.000    0.000    0.000    0.000 core.py:86(doc_note)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2687(Menu)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:352(set_fill)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        5    0.000    0.000    0.000    0.000 windowing.py:27(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2865(__init__)
       12    0.000    0.000    0.000    0.000 axis.py:255(set_label1)
        1    0.000    0.000    0.000    0.000 mathtext.py:548(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2596(Listbox)
        1    0.000    0.000    0.000    0.000 version.py:82(LegacyVersion)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:39(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 _base.py:2687(set_ybound)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 figure.py:788(fixlist)
        2    0.000    0.000    0.005    0.003 Tkinter.py:2315(create_image)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        2    0.000    0.000    0.000    0.000 axis.py:1317(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.166    0.166 pyplot.py:810(gca)
        1    0.000    0.000    0.000    0.000 textpath.py:28(TextToPath)
        1    0.000    0.000    0.000    0.000 _base.py:197(_xy_from_xy)
        2    0.000    0.000    0.000    0.000 subprocess.py:458(_cleanup)
        1    0.000    0.000    0.001    0.001 __init__.py:2344(EntryPoint)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2231(depth)
        1    0.000    0.000    0.000    0.000 Tkinter.py:898(winfo_rootx)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 contour.py:56(ContourLabeler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2533(__init__)
       12    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        2    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        3    0.000    0.000    0.000    0.000 warnings.py:343(__enter__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3240(<lambda>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:502(__init__)
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:34(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:158(validate_toolbar)
       12    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 Tkinter.py:2340(delete)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 dates.py:776(AutoDateLocator)
        2    0.000    0.000    0.000    0.000 {built-in method getvar}
        1    0.000    0.000    0.000    0.000 axis.py:2074(_update_offset_text_position)
        1    0.000    0.000    0.000    0.000 figure.py:398(_set_dpi)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1377(ravel)
        1    0.000    0.000    0.000    0.000 __init__.py:1779(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 rrule.py:908(_rrulestr)
        1    0.000    0.000    0.000    0.000 afm.py:339(AFM)
        1    0.000    0.000    0.000    0.000 mlab.py:2040(FIFOBuffer)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2504(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:415(TextPath)
        1    0.000    0.000    0.000    0.000 figure.py:1221(_set_artist_props)
        2    0.000    0.000    0.000    0.000 ssl.py:304(__new__)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        4    0.000    0.000    0.000    0.000 __init__.py:314(wrap)
        6    0.000    0.000    0.000    0.000 font_manager.py:154(get_fontext_synonyms)
        1    0.000    0.000    0.000    0.000 _structures.py:49(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3378(<genexpr>)
        1    0.000    0.000    2.039    2.039 Tkinter.py:415(mainloop)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1423(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 artist.py:877(ArtistInspector)
        1    0.000    0.000    0.000    0.000 collections.py:708(_CollectionWithSizes)
        4    0.000    0.000    0.015    0.004 spines.py:159(cla)
       10    0.000    0.000    0.000    0.000 __init__.py:14(search_path)
        4    0.000    0.000    0.000    0.000 axis.py:691(get_transform)
        1    0.000    0.000    0.000    0.000 hermite.py:1792(Hermite)
       13    0.000    0.000    0.000    0.000 Tkinter.py:3325(__str__)
        1    0.000    0.000    2.039    2.039 backend_tkagg.py:70(mainloop)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3031(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        3    0.000    0.000    0.000    0.000 rcsetup.py:344(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 figure.py:81(get)
        2    0.000    0.000    0.000    0.000 rcsetup.py:189(__call__)
        1    0.000    0.000    0.000    0.000 gridspec.py:194(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:2440(set_xbound)
        3    0.000    0.000    0.000    0.000 cbook.py:1305(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 table.py:149(Table)
        2    0.000    0.000    0.000    0.000 subprocess.py:1338(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 ticker.py:379(ScalarFormatter)
       21    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      4/3    0.000    0.000    0.000    0.000 transforms.py:2219(__eq__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1968(all)
        2    0.000    0.000    0.000    0.000 transforms.py:1978(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1710(DefaultProvider)
        6    0.000    0.000    0.000    0.000 cbook.py:1665(clean)
       43    0.000    0.000    0.000    0.000 backend_bases.py:1082(get_sketch_params)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1887(any)
        1    0.000    0.000    0.000    0.000 spines.py:21(Spine)
        3    0.000    0.000    0.000    0.000 warnings.py:322(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 version.py:63(StrictVersion)
        1    0.000    0.000    0.000    0.000 _base.py:2149(grid)
        1    0.000    0.000    0.000    0.000 _internal.py:222(_ctypes)
        4    0.000    0.000    0.000    0.000 backend_bases.py:101(register_backend)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1073(set_anchor)
        2    0.000    0.000    0.000    0.000 six.py:60(X)
        2    0.000    0.000    0.001    0.000 pickle.py:608(_batch_appends)
        1    0.000    0.000    0.000    0.000 transforms.py:1448(TransformWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:2565(get_xscale)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        1    0.000    0.000    0.000    0.000 laguerre.py:1741(Laguerre)
        1    0.000    0.000    0.000    0.000 figure.py:54(AxesStack)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
       12    0.000    0.000    0.000    0.000 backend_bases.py:666(flipy)
        1    0.000    0.000    0.000    0.000 collections.py:1132(EventCollection)
        1    0.000    0.000    0.000    0.000 polar.py:26(PolarTransform)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 parser.py:172(parserinfo)
        1    0.000    0.000    0.000    0.000 pyplot.py:70(_backend_selection)
        5    0.000    0.000    0.000    0.000 windowing.py:30(__del__)
        1    0.000    0.000    0.000    0.000 transforms.py:2483(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 legend_handler.py:386(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 _cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 figure.py:99(bubble)
        1    0.000    0.000    0.000    0.000 cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:224(QuiverKey)
       11    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 transforms.py:2118(__eq__)
        1    0.000    0.000    0.000    0.000 quiver.py:846(Barbs)
        2    0.000    0.000    0.000    0.000 __init__.py:1592(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:889(update)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 tempfile.py:507(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.000    0.000 patches.py:570(Rectangle)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        3    0.000    0.000    0.000    0.000 rcsetup.py:67(validate_path_exists)
        1    0.000    0.000    0.000    0.000 __init__.py:2844(DistInfoDistribution)
        7    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 core.py:1096(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        6    0.000    0.000    0.000    0.000 patches.py:386(set_joinstyle)
        1    0.000    0.000    0.000    0.000 figure.py:1270(sca)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 FileDialog.py:21(FileDialog)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        1    0.000    0.000    0.000    0.000 axis.py:1934(YAxis)
        1    0.000    0.000    0.000    0.000 patches.py:720(RegularPolygon)
        1    0.000    0.000    0.008    0.008 backend_tkagg.py:677(__init__)
       12    0.000    0.000    0.000    0.000 text.py:271(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 tz.py:69(tzoffset)
        1    0.000    0.000    0.000    0.000 image.py:812(PcolorImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2882(Scrollbar)
        1    0.000    0.000    0.000    0.000 font_manager.py:984(get)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 __init__.py:1130(ResourceManager)
        1    0.000    0.000    0.000    0.000 figure.py:106(add)
       24    0.000    0.000    0.000    0.000 markers.py:252(get_path)
        4    0.000    0.000    0.000    0.000 weakref.py:298(_commit_removals)
        1    0.000    0.000    0.000    0.000 _base.py:719(set_position)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 _base.py:157(__call__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:652(_get_data_path)
        8    0.000    0.000    0.000    0.000 {math.floor}
       17    0.000    0.000    0.000    0.000 pyparsing.py:2474(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        2    0.000    0.000    0.000    0.000 font_manager.py:976(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1770(draw_event)
        7    0.000    0.000    0.000    0.000 rrule.py:57(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3802(FancyArrowPatch)
        2    0.000    0.000    0.000    0.000 sre_parse.py:822(expand_template)
        1    0.000    0.000    0.000    0.000 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 legendre.py:1769(Legendre)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1130(TimerBase)
        1    0.000    0.000    0.000    0.000 main.py:34(TetrisState)
        1    0.000    0.000    0.000    0.000 ticker.py:1148(Base)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2804(Optional)
        2    0.000    0.000    0.000    0.000 transforms.py:1517(set)
        1    0.000    0.000    0.000    0.000 colors.py:490(Colormap)
        2    0.000    0.000    0.000    0.000 mlab.py:3082(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:125(set_active)
        1    0.000    0.000    0.000    0.000 sprite.py:1079(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:198(DirtySprite)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
       24    0.000    0.000    0.000    0.000 version.py:258(<genexpr>)
        6    0.000    0.000    0.000    0.000 version.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:109(get_num_fig_managers)
       12    0.000    0.000    0.000    0.000 text.py:590(get_color)
        1    0.000    0.000    0.000    0.000 dates.py:382(DateFormatter)
        1    0.000    0.000    0.000    0.000 core.py:5833(mvoid)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2697(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:978(_set_intervaly)
        1    0.000    0.000    0.000    0.000 core.py:6016(MaskedConstant)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:517(FigureManagerTkAgg)
       16    0.000    0.000    0.000    0.000 pyparsing.py:261(__getitem__)
        6    0.000    0.000    0.000    0.000 version.py:399(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:1634(XAxis)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 warnings.py:78(simplefilter)
        2    0.000    0.000    0.000    0.000 artist.py:770(set_label)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3043(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        2    0.000    0.000    0.000    0.000 backend_tkagg.py:63(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        2    0.000    0.000    0.000    0.000 _base.py:139(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:944(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
        1    0.000    0.000    0.000    0.000 rrule.py:633(_iterinfo)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2004(Grid)
        1    0.000    0.000    0.000    0.000 transforms.py:1546(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1089(Transform)
        6    0.000    0.000    0.000    0.000 __init__.py:965(is_url)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2491(Entry)
        1    0.000    0.000    0.000    0.000 extras.py:1429(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:826(ToolTip)
        1    0.000    0.000    0.000    0.000 transforms.py:1965(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 ticker.py:938(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 tritools.py:13(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 backend_agg.py:440(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 _base.py:1668(_process_unit_info)
        1    0.000    0.000    0.000    0.000 mathtext.py:886(StixFonts)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1534(DraggableBase)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:56(take)
        1    0.000    0.000    0.000    0.000 pyplot.py:1858(colormaps)
        1    0.000    0.000    0.000    0.000 mathtext.py:779(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 extras.py:1359(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:813(null)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2405(Or)
        1    0.000    0.000    0.000    0.000 font_manager.py:991(set)
        2    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3298(Image)
        1    0.000    0.000    0.000    0.000 transforms.py:57(TransformNode)
       11    0.000    0.000    0.000    0.000 artist.py:625(get_animated)
        1    0.000    0.000    0.000    0.000 copy.py:123(_copy_inst)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        2    0.000    0.000    0.000    0.000 re.py:290(filter)
       24    0.000    0.000    0.000    0.000 markers.py:223(get_capstyle)
        1    0.000    0.000    0.000    0.000 cbook.py:657(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1398(Arc)
        1    0.000    0.000    0.000    0.000 cbook.py:1039(RingBuffer)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 {matplotlib.backends._tkagg.tkinit}
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
       12    0.000    0.000    0.000    0.000 artist.py:614(get_alpha)
        3    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:439(validate_sketch)
        1    0.000    0.000    0.000    0.000 mathtext.py:1444(Hlist)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3617(PanedWindow)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2918(__lshift__)
        1    0.000    0.000    0.000    0.000 bezier.py:153(BezierSegment)
        1    0.000    0.000    0.000    0.000 __init__.py:1137(resource_exists)
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 collections.py:754(PathCollection)
        1    0.000    0.000    0.000    0.000 blocking_input.py:123(BlockingMouseInput)
        2    0.000    0.000    0.001    0.001 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1605(Affine2DBase)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:16(SubplotBase)
        6    0.000    0.000    0.000    0.000 tz.py:29(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 gridspec.py:135(__getitem__)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.000    0.000 version.py:52(_BaseVersion)
        3    0.000    0.000    0.000    0.000 transforms.py:280(__array__)
        1    0.000    0.000    0.000    0.000 _base.py:780(_gen_axes_patch)
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1789(HermiteE)
        1    0.000    0.000    0.000    0.000 core.py:155(reload_library)
        1    0.000    0.000    0.000    0.000 patches.py:832(Polygon)
       11    0.000    0.000    0.000    0.000 patches.py:324(set_linewidth)
        8    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 figure.py:69(__init__)
        1    0.000    0.000    0.000    0.000 {posix.getcwdu}
        1    0.000    0.000    0.000    0.000 relativedelta.py:46(relativedelta)
        1    0.000    0.000    0.000    0.000 transforms.py:1790(clear)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 cbook.py:543(Scheduler)
        1    0.000    0.000    0.000    0.000 _compat.py:38(__new__)
        2    0.000    0.000    0.000    0.000 {gc.enable}
       24    0.000    0.000    0.000    0.000 markers.py:220(get_joinstyle)
        1    0.000    0.000    0.000    0.000 transforms.py:973(_set_intervalx)
        1    0.000    0.000    0.000    0.000 info.py:148(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:545(notify_axes_change)
        2    0.000    0.000    0.056    0.028 __init__.py:3126(_call_aside)
        1    0.000    0.000    0.000    0.000 mac_roman.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1661(transform_point)
        1    0.000    0.000    0.000    0.000 geo.py:254(AitoffTransform)
        6    0.000    0.000    0.000    0.000 patches.py:402(set_hatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1153(resource_stream)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        3    0.000    0.000    0.000    0.000 __init__.py:408(register_loader_type)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1777(set_string_function)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 colorbar.py:852(Colorbar)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       18    0.000    0.000    0.000    0.000 backend_bases.py:1037(set_url)
        1    0.000    0.000    0.000    0.000 __init__.py:325(VersionConflict)
        1    0.000    0.000    0.000    0.000 offsetbox.py:923(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 __init__.py:370(DistributionNotFound)
        4    0.000    0.000    0.000    0.000 {locals}
       14    0.000    0.000    0.000    0.000 transforms.py:1933(get_matrix)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2146(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:152(set_color_cycle)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3241(<lambda>)
        2    0.000    0.000    0.001    0.001 __init__.py:615(_get_configdir)
        1    0.000    0.000    0.000    0.000 geo.py:375(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:2936(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2349(State)
        6    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 patches.py:2526(_Base)
        1    0.000    0.000    0.000    0.000 scale.py:240(LogScale)
        2    0.000    0.000    0.000    0.000 __init__.py:640(_get_cachedir)
        3    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 core.py:98(iter_user_libraries)
        2    0.000    0.000    0.000    0.000 transforms.py:2225(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 ticker.py:1246(MaxNLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:250(get_supported_platform)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        4    0.000    0.000    0.000    0.000 scale.py:79(get_transform)
       24    0.000    0.000    0.000    0.000 markers.py:258(get_alt_path)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        4    0.000    0.000    0.000    0.000 pyparsing.py:259(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 patches.py:1736(_Style)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2466(MatchFirst)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1356(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1045(TransformedBbox)
       27    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:187(GridSpec)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        2    0.000    0.000    0.000    0.000 transforms.py:1158(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 Tkinter.py:2114(Toplevel)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1807(Regex)
        1    0.000    0.000    0.000    0.000 mathtext.py:392(Fonts)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 font_manager.py:999(FontManager)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
        1    0.000    0.000    0.000    0.000 geo.py:333(HammerTransform)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1605(has_resource)
        2    0.000    0.000    0.000    0.000 utils.py:68(__init__)
        4    0.000    0.000    0.000    0.000 {thread.get_ident}
