Final SCORE : 16
         99824893 function calls (98455940 primitive calls) in 137.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      132    0.000    0.000    0.059    0.000 re.py:192(compile)
      246    0.000    0.000    0.002    0.000 __init__.py:1608(has_metadata)
        1    0.000    0.000    0.001    0.001 httplib.py:67(<module>)
       72    0.000    0.000    0.003    0.000 transforms.py:1330(transform_point)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
      130    0.000    0.000    0.021    0.000 sre_compile.py:552(_code)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
     10/2    0.000    0.000    0.014    0.007 Tkinter.py:2096(destroy)
       55    0.000    0.000    0.003    0.000 cbook.py:529(process)
       85    0.000    0.000    0.000    0.000 font_manager.py:869(set_stretch)
       52    0.000    0.000    0.000    0.000 font_manager.py:1168(score_weight)
      911    0.000    0.000    0.000    0.000 {iter}
  254/252    0.000    0.000    0.000    0.000 pyparsing.py:283(__init__)
      121    0.000    0.000    0.000    0.000 cbook.py:735(is_numlike)
      166    0.000    0.000    0.000    0.000 six.py:141(__init__)
       62    0.000    0.000    0.002    0.000 transforms.py:831(from_extents)
    88/44    0.000    0.000    0.005    0.000 transforms.py:2282(inverted)
        1    0.000    0.000    0.001    0.001 tz.py:6(<module>)
      136    0.000    0.000    0.000    0.000 {posix.lstat}
        6    0.000    0.000    0.001    0.000 patches.py:1703(_pprint_styles)
     1608    0.000    0.000    0.000    0.000 version.py:308(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 sndarray.py:57(<module>)
      103    0.000    0.000    0.000    0.000 {built-in method affine_transform}
      444    0.000    0.000    0.003    0.000 posixpath.py:358(abspath)
       88    0.000    0.000    0.002    0.000 transforms.py:1845(translate)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
      130    0.000    0.000    0.000    0.000 {_sre.compile}
  242/165    0.000    0.000    0.000    0.000 transforms.py:2235(_get_is_affine)
        1    0.000    0.000    0.003    0.003 charset.py:6(<module>)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
      953    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 backend_agg.py:21(<module>)
       12    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'FT2Font' objects}
       50    0.000    0.000    0.000    0.000 artist.py:798(update_from)
        1    0.000    0.000    0.002    0.002 random.py:40(<module>)
    78/14    0.000    0.000    0.003    0.000 pyparsing.py:2358(parseImpl)
      135    0.000    0.000    0.003    0.000 __init__.py:2657(activate)
        1    0.000    0.000    0.007    0.007 version.py:14(<module>)
     1781    0.000    0.000    0.001    0.000 __init__.py:2281(_normalize_cached)
       81    0.000    0.000    0.002    0.000 transforms.py:2524(__init__)
      292    0.000    0.000    0.002    0.000 __init__.py:1351(safe_name)
      272    0.000    0.000    0.010    0.000 markers.py:206(set_fillstyle)
       12    0.000    0.000    0.010    0.001 text.py:706(get_window_extent)
      485    0.000    0.000    0.000    0.000 urllib.py:1221(<genexpr>)
       30    0.000    0.000    0.001    0.000 __init__.py:3058(_find_adapter)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:1(<module>)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
      757    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       98    0.000    0.000    0.005    0.000 __init__.py:2012(get_metadata_lines)
        2    0.000    0.000    0.005    0.003 subprocess.py:1195(_execute_child)
       49    0.000    0.000    0.000    0.000 linalg.py:139(_commonType)
     1737    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.002    0.002 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 colors.py:48(<module>)
      584    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.047    0.047 _base.py:1971(draw)
       38    0.000    0.000    0.000    0.000 Tkinter.py:1225(_root)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tkagg.py:1(<module>)
      178    0.000    0.000    0.003    0.000 transforms.py:1132(__add__)
      164    0.000    0.000    0.004    0.000 __init__.py:1612(get_metadata)
      450    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       25    0.000    0.000    0.000    0.000 transforms.py:386(_get_height)
       48    0.000    0.000    0.010    0.000 patches.py:185(get_transform)
      142    0.000    0.000    0.543    0.004 afm.py:341(__init__)
    28/18    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
        6    0.000    0.000    0.003    0.001 patches.py:434(draw)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
       74    0.000    0.000    0.007    0.000 {map}
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
      412    0.000    0.000    0.000    0.000 {setattr}
      121    0.000    0.000    0.000    0.000 lines.py:549(set_data)
        1    0.000    0.000    0.009    0.009 inspect.py:25(<module>)
       10    0.000    0.000    0.001    0.000 colors.py:750(from_list)
       23    0.000    0.000    0.017    0.001 backend_bases.py:1896(motion_notify_event)
       74    0.000    0.000    0.000    0.000 {built-in method getboolean}
        1    0.000    0.000    0.000    0.000 collections.py:1(<module>)
      485    0.000    0.000    0.001    0.000 mac_roman.py:14(decode)
      724    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
      157    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
      121    0.000    0.000    0.000    0.000 lines.py:642(set_transform)
        8    0.000    0.000    0.003    0.000 __init__.py:842(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
   184/80    0.000    0.000    0.004    0.000 _base.py:547(get_xaxis_transform)
      524    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
      208    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
      260    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       50    0.000    0.000    0.002    0.000 markers.py:699(_set_tickdown)
      409    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       24    0.000    0.000    0.005    0.000 backend_agg.py:208(get_text_width_height_descent)
        1    0.000    0.000    0.001    0.001 pyplot.py:1781(get_plot_commands)
        1    0.000    0.000    0.001    0.001 subprocess.py:14(<module>)
      134    0.000    0.000    0.001    0.000 backend_bases.py:977(set_foreground)
      151    0.000    0.000    0.011    0.000 markers.py:148(__init__)
      101    0.000    0.000    0.001    0.000 transforms.py:1654(transform_affine)
       12    0.000    0.000    0.000    0.000 transforms.py:688(translated)
       50    0.000    0.000    0.002    0.000 markers.py:693(_set_tickup)
      247    0.000    0.000    0.001    0.000 __init__.py:1713(_has)
        1    0.000    0.000    0.000    0.000 polynomial.py:55(<module>)
      321    0.000    0.000    0.000    0.000 six.py:592(iterkeys)
        6    0.000    0.000    0.000    0.000 patches.py:1666(_pprint_table)
        1    0.000    0.000    0.017    0.017 specifiers.py:14(<module>)
       85    0.000    0.000    0.000    0.000 font_manager.py:887(set_size)
      409    0.000    0.000    0.000    0.000 artist.py:1001(aliased_name)
       23    0.000    0.000    0.002    0.000 backend_bases.py:2762(mouse_move)
        1    0.000    0.000    0.003    0.003 base64mime.py:25(<module>)
      445    0.000    0.000    0.000    0.000 transforms.py:1744(get_matrix)
       56    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
     1997    0.000    0.000    0.000    0.000 {ord}
       73    0.000    0.000    0.002    0.000 transforms.py:2250(transform_affine)
       12    0.000    0.000    0.013    0.001 axis.py:232(draw)
       20    0.000    0.000    0.005    0.000 axis.py:420(_get_gridline)
        1    0.000    0.000    0.000    0.000 patches.py:2966(ArrowStyle)
     1063    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       11    0.000    0.000    0.000    0.000 Tkinter.py:435(destroy)
       42    0.000    0.000    0.000    0.000 {built-in method deletecommand}
      144    0.000    0.000    0.000    0.000 colors.py:676(__init__)
       79    0.000    0.000    0.001    0.000 docstring.py:128(<lambda>)
        2    0.000    0.000    0.001    0.001 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 io.py:34(<module>)
      488    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
       18    0.000    0.000    0.001    0.000 cbook.py:189(deprecate)
       26    0.000    0.000    0.000    0.000 axis.py:436(update_position)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
      418    0.000    0.000    0.000    0.000 weakref.py:61(_commit_removals)
       19    0.000    0.000    0.003    0.000 artist.py:560(set_clip_path)
      142    0.000    0.000    0.000    0.000 afm.py:76(_to_bool)
        1    0.000    0.000    0.001    0.001 backend_agg.py:85(__init__)
      144    0.000    0.000    0.000    0.000 colors.py:502(__init__)
       12    0.000    0.000    0.031    0.003 axis.py:725(cla)
      114    0.000    0.000    0.000    0.000 pickle.py:227(memoize)
       30    0.000    0.000    0.004    0.000 lines.py:1124(update_from)
       17    0.000    0.000    0.000    0.000 _base.py:2937(format_xdata)
       40    0.000    0.000    0.000    0.000 Tkinter.py:1203(_register)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
    20/18    0.000    0.000    0.008    0.000 axis.py:389(_get_tick1line)
      174    0.000    0.000    0.001    0.000 colors.py:214(is_color_like)
       72    0.000    0.000    0.001    0.000 cm.py:51(_reverse_cmap_spec)
      421    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
    42/41    0.000    0.000    0.001    0.000 transforms.py:2444(get_matrix)
      222    0.000    0.000    0.000    0.000 artist.py:250(set_transform)
       23    0.000    0.000    0.015    0.001 backend_bases.py:1504(__init__)
      207    0.000    0.000    0.000    0.000 artist.py:155(convert_xunits)
        1    0.000    0.000    0.001    0.001 tempfile.py:18(<module>)
      524    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       50    0.000    0.000    0.002    0.000 markers.py:685(_set_tickright)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       20    0.000    0.000    0.003    0.000 axis.py:354(_get_text1)
      201    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
       46    0.000    0.000    0.001    0.000 transforms.py:2428(__init__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
      254    0.000    0.000    0.000    0.000 pyparsing.py:274(__new__)
      633    0.000    0.000    0.000    0.000 collections.py:337(<genexpr>)
    92/42    0.000    0.000    0.001    0.000 transforms.py:2204(_invalidate_internal)
        1    0.000    0.000    0.007    0.007 tokenize.py:23(<module>)
       26    0.000    0.000    0.000    0.000 axis.py:575(update_position)
       98    0.000    0.000    0.001    0.000 codecs.py:299(decode)
        1    0.000    0.000    0.001    0.001 urlparse.py:29(<module>)
   184/80    0.000    0.000    0.004    0.000 _base.py:624(get_yaxis_transform)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       65    0.000    0.000    0.000    0.000 copy.py:306(_reconstruct)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1770(<genexpr>)
     1076    0.000    0.000    0.000    0.000 _structures.py:43(__neg__)
      262    0.000    0.000    0.000    0.000 six.py:184(find_module)
       85    0.000    0.000    0.000    0.000 font_manager.py:814(set_family)
      102    0.000    0.000    0.000    0.000 Tetris.py:125(__init__)
        1    0.000    0.000    0.028    0.028 _numpysurfarray.py:45(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      260    0.000    0.000    0.000    0.000 pyplot.py:2106(pad)
       20    0.000    0.000    0.004    0.000 axis.py:559(_get_gridline)
       32    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       34    0.000    0.000    0.000    0.000 ticker.py:467(format_data_short)
       74    0.000    0.000    0.000    0.000 transforms.py:2254(transform_non_affine)
      135    0.000    0.000    0.000    0.000 __init__.py:2241(fixup_namespace_packages)
       66    0.000    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 {pygame.display.set_caption}
      164    0.000    0.000    0.004    0.000 __init__.py:1622(get_metadata_lines)
      485    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
       94    0.000    0.000    0.003    0.000 docstring.py:113(dedent_interpd)
      465    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
      137    0.000    0.000    0.000    0.000 text.py:961(set_text)
      281    0.000    0.000    0.000    0.000 artist.py:541(set_figure)
        1    0.000    0.000    0.006    0.006 parser.py:5(<module>)
      742    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       50    0.000    0.000    0.002    0.000 markers.py:679(_set_tickleft)
        2    0.000    0.000    0.018    0.009 axis.py:949(_update_ticks)
     1796    0.000    0.000    0.000    0.000 {callable}
      126    0.000    0.000    0.001    0.000 rcsetup.py:227(validate_color)
        2    0.000    0.000    0.017    0.009 subprocess.py:1433(_communicate_with_poll)
      174    0.000    0.000    0.003    0.000 docstring.py:94(dedent)
       23    0.000    0.000    0.000    0.000 Tkinter.py:1160(_options)
  210/150    0.000    0.000    0.001    0.000 {hash}
        1    0.000    0.000    0.003    0.003 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 image.py:5(<module>)
       70    0.000    0.000    0.000    0.000 artist.py:41(before)
      145    0.000    0.000    0.001    0.000 __init__.py:2002(has_metadata)
       73    0.000    0.000    0.003    0.000 transforms.py:1274(transform)
      200    0.000    0.000    0.000    0.000 axis.py:272(_set_artist_props)
    20/18    0.000    0.000    0.007    0.000 axis.py:404(_get_tick2line)
        1    0.000    0.000    0.001    0.001 ssl.py:88(<module>)
       58    0.000    0.000    0.002    0.000 transforms.py:821(from_bounds)
       98    0.000    0.000    0.000    0.000 codecs.py:290(__init__)
      136    0.000    0.000    0.000    0.000 posixpath.py:132(islink)
       56    0.000    0.000    0.001    0.000 transforms.py:1815(rotate_deg)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:190(RendererBase)
      144    0.000    0.000    0.001    0.000 cm.py:64(_generate_cmap)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
